# Titles, abbreviations and dates are taken from TLL. Please adhere to
# this scheme if you make additions!
#
# Reference systems:
#   L              line=sentence
#   BC             book=source_division,chapter=sentence
#
#    Abbreviation   TEI file                        Author     Work                          Ref.  Chronology
lat, Plaut., Amph., Plautus/pl.am_lat.xml,          Plautus,   Amphitruo,                    L,    -219, c. 254-185 BC
lat, Plaut., Truc., Plautus/pl.truc_lat.xml,        Plautus,   Truculentus,                  L,    -200, 200 BC
lat, Caes., civ.,   Caesar/caes.bc_lat.xml,         Caesar,    commentarii belli civilis,    BC,    -45, c. 45 BC
lat, Caes., Gall.,  Caesar/caes.bg_lat.xml,         Caesar,    commentarii belli Gallici,    BC,    -51, 52/51 BC
